"","Term","Home Value","Principle","Annual Interest Rate","Change in Annual Interest Rate","% Change in Annual Interest Rate","Monthly Payment","Change in Monthly Payment","% Change in Monthly Payment","Total Amount Paid","Change in Total Amount Paid","% Change in Total Amount Paid","Total Interest","Change in Total Interest","% Change in Total Interest"
"1",15,5e+05,425000,2.5,-0.5,-16.6666666666667,2833.85413828822,-101.117832893227,-3.44527422701495,510093.744891879,-18201.2099207808,-3.44527422701495,85093.7448918793,-18201.2099207808,-17.6206185033831
"2",15,5e+05,425000,2.625,-0.375,-12.5,2858.93016117681,-76.041810004635,-2.59088709368577,514607.429011826,-13687.5258008343,-2.59088709368577,89607.4290118258,-13687.5258008343,-13.2509141667747
"3",15,5e+05,425000,2.75,-0.25,-8.33333333333333,2884.14195906051,-50.8300121209304,-1.73187385160851,519145.552630893,-9149.40218176751,-1.73187385160852,94145.5526308926,-9149.40218176751,-8.8575499145735
"4",15,5e+05,425000,2.875,-0.125,-4.16666666666667,2909.48930702728,-25.4826641541654,-0.868242163958642,523708.07526491,-4586.87954774976,-0.868242163958641,98708.0752649104,-4586.87954774976,-4.44056493956429
"5",15,5e+05,425000,3,0,0,2934.97197118145,0,0,528294.95481266,0,0,103294.95481266,0,0
"6",15,5e+05,425000,3.125,0.125,4.16666666666667,2960.58970870324,25.6177375217931,0.872844366942315,532906.147566583,4611.19275392278,0.87284436694232,107906.147566583,4611.19275392278,4.46410259076624
"7",15,5e+05,425000,3.25,0.25,8.33333333333333,2986.3422679095,51.3702967280515,1.7502823615509,537541.608223709,9246.65341104928,1.7502823615509,112541.608223709,9246.65341104928,8.95169897486221
"8",15,5e+05,425000,3.375,0.375,12.5,3012.22938831727,77.2574171358219,2.63230510868295,542201.289897108,13906.3350844479,2.63230510868294,117201.289897108,13906.3350844479,13.4627437609794
"9",15,5e+05,425000,3.5,0.5,16.6666666666667,3038.2508007085,103.278829527052,3.51890343557448,546885.144127529,18590.1893148693,3.51890343557448,121885.144127529,18590.1893148693,17.9971900356462
"10",15,6e+05,510000,2.5,-0.5,-16.6666666666667,3400.62496594586,-121.341399471872,-3.44527422701493,612112.493870255,-21841.4519049369,-3.44527422701494,102112.493870255,-21841.4519049369,-17.6206185033831
"11",15,6e+05,510000,2.625,-0.375,-12.5,3430.71619341217,-91.2501720055611,-2.59088709368575,617528.914814191,-16425.0309610009,-2.59088709368574,107528.914814191,-16425.0309610009,-13.2509141667745
"12",15,6e+05,510000,2.75,-0.25,-8.33333333333333,3460.97035087262,-60.9960145451155,-1.73187385160849,622974.663157071,-10979.2826181208,-1.73187385160848,112974.663157071,-10979.2826181208,-8.85754991457332
"13",15,6e+05,510000,2.875,-0.125,-4.16666666666667,3491.38716843274,-30.5791969849984,-0.868242163958639,628449.690317892,-5504.25545729965,-0.86824216395863,118449.690317892,-5504.25545729965,-4.44056493956424
"14",15,6e+05,510000,3,0,0,3521.96636541773,0,0,633953.945775192,0,0,123953.945775192,0,0
"15",15,6e+05,510000,3.125,0.125,4.16666666666667,3552.70765044389,30.7412850261521,0.872844366942328,639487.377079899,5533.43130470742,0.872844366942334,129487.377079899,5533.43130470742,4.46410259076632
"16",15,6e+05,510000,3.25,0.25,8.33333333333333,3583.6107214914,61.6443560736625,1.75028236155092,645049.929868451,11095.9840932593,1.75028236155093,135049.929868451,11095.9840932593,8.95169897486237
"17",15,6e+05,510000,3.375,0.375,12.5,3614.67526598072,92.7089005629864,2.63230510868296,650641.54787653,16687.6021013376,2.63230510868297,140641.54787653,16687.6021013376,13.4627437609795
"18",15,6e+05,510000,3.5,0.5,16.6666666666667,3645.9009608502,123.934595432464,3.51890343557452,656262.172953035,22308.2271778435,3.51890343557452,146262.172953035,22308.2271778435,17.9971900356464
"19",15,7e+05,595000,2.5,-0.5,-16.6666666666667,3967.3957936035,-141.564966050518,-3.44527422701495,714131.242848631,-25481.6938890932,-3.44527422701496,119131.242848631,-25481.6938890932,-17.6206185033832
"20",15,7e+05,595000,2.625,-0.375,-12.5,4002.50222564753,-106.458534006489,-2.59088709368577,720450.400616556,-19162.5361211679,-2.59088709368576,125450.400616556,-19162.5361211679,-13.2509141667746
"21",15,7e+05,595000,2.75,-0.25,-8.33333333333333,4037.79874268472,-71.1620169693019,-1.7318738516085,726803.77368325,-12809.1630544744,-1.7318738516085,131803.77368325,-12809.1630544744,-8.85754991457342
"22",15,7e+05,595000,2.875,-0.125,-4.16666666666667,4073.28502983819,-35.6757298158318,-0.868242163958648,733191.305370874,-6421.63136684976,-0.868242163958653,138191.305370874,-6421.63136684976,-4.44056493956436
"23",15,7e+05,595000,3,0,0,4108.96075965402,0,0,739612.936737724,0,0,144612.936737724,0,0
"24",15,7e+05,595000,3.125,0.125,4.16666666666667,4144.82559218453,35.8648325305103,0.872844366942315,746068.606593216,6455.66985549184,0.872844366942313,151068.606593216,6455.66985549184,4.46410259076621
"25",15,7e+05,595000,3.25,0.25,8.33333333333333,4180.8791750733,71.9184154192726,1.75028236155091,752558.251513193,12945.314775469,1.7502823615509,157558.251513193,12945.314775469,8.95169897486223
"26",15,7e+05,595000,3.375,0.375,12.5,4217.12114364417,108.160383990151,2.63230510868296,759081.805855951,19468.8691182272,2.63230510868296,164081.805855951,19468.8691182272,13.4627437609795
"27",15,7e+05,595000,3.5,0.5,16.6666666666667,4253.5511209919,144.590361337873,3.51890343557449,765639.201778541,26026.2650408171,3.51890343557448,170639.201778541,26026.2650408171,17.9971900356462
"28",15,750000,637500,2.5,-0.5,-16.6666666666667,4250.78120743233,-151.67674933984,-3.44527422701494,765140.617337819,-27301.8148811712,-3.44527422701494,127640.617337819,-27301.8148811712,-17.6206185033831
"29",15,750000,637500,2.625,-0.375,-12.5,4288.39524176522,-114.062715006952,-2.59088709368577,771911.143517739,-20531.2887012515,-2.59088709368578,134411.143517739,-20531.2887012515,-13.2509141667747
"30",15,750000,637500,2.75,-0.25,-8.33333333333333,4326.21293859077,-76.2450181813956,-1.73187385160851,778718.328946339,-13724.1032726512,-1.73187385160851,141218.328946339,-13724.1032726512,-8.85754991457346
"31",15,750000,637500,2.875,-0.125,-4.16666666666667,4364.23396054092,-38.2239962312487,-0.868242163958657,785562.112897365,-6880.31932162482,-0.868242163958663,148062.112897365,-6880.31932162482,-4.4405649395644
"32",15,750000,637500,3,0,0,4402.45795677217,0,0,792442.43221899,0,0,154942.43221899,0,0
"33",15,750000,637500,3.125,0.125,4.16666666666667,4440.88456305486,38.4266062826891,0.872844366942304,799359.221349874,6916.78913088399,0.872844366942298,161859.221349874,6916.78913088399,4.46410259076613
"34",15,750000,637500,3.25,0.25,8.33333333333333,4479.51340186425,77.0554450920781,1.75028236155092,806312.412335564,13869.9801165741,1.75028236155092,168812.412335564,13869.9801165741,8.95169897486232
"35",15,750000,637500,3.375,0.375,12.5,4518.3440824759,115.886125703732,2.63230510868294,813301.934845662,20859.5026266718,2.63230510868294,175801.934845662,20859.5026266718,13.4627437609794
"36",15,750000,637500,3.5,0.5,16.6666666666667,4557.37620106275,154.918244290579,3.5189034355745,820327.716191294,27885.2839723042,3.5189034355745,182827.716191294,27885.2839723042,17.9971900356463
"37",15,8e+05,680000,2.5,-0.5,-16.6666666666667,4534.16662126115,-161.788532629163,-3.44527422701496,816149.991827007,-29121.9358732493,-3.44527422701494,136149.991827007,-29121.9358732493,-17.6206185033831
"38",15,8e+05,680000,2.625,-0.375,-12.5,4574.2882578829,-121.666896007417,-2.59088709368579,823371.886418921,-21900.0412813351,-2.59088709368579,143371.886418921,-21900.0412813351,-13.2509141667748
"39",15,8e+05,680000,2.75,-0.25,-8.33333333333333,4614.62713449682,-81.3280193934888,-1.73187385160852,830632.884209428,-14639.043490828,-1.73187385160852,150632.884209428,-14639.043490828,-8.85754991457349
"40",15,8e+05,680000,2.875,-0.125,-4.16666666666667,4655.18289124365,-40.7722626466657,-0.868242163958665,837932.920423856,-7339.00727639976,-0.868242163958657,157932.920423856,-7339.00727639976,-4.44056493956437
"41",15,8e+05,680000,3,0,0,4695.95515389031,0,0,845271.927700256,0,0,165271.927700256,0,0
"42",15,8e+05,680000,3.125,0.125,4.16666666666667,4736.94353392518,40.988380034868,0.872844366942295,852649.836106532,7377.90840627626,0.872844366942298,172649.836106532,7377.90840627626,4.46410259076613
"43",15,8e+05,680000,3.25,0.25,8.33333333333333,4778.1476286552,82.1924747648827,1.7502823615509,860066.573157935,14794.6454576789,1.75028236155091,180066.573157935,14794.6454576789,8.95169897486226
"44",15,8e+05,680000,3.375,0.375,12.5,4819.56702130763,123.611867417315,2.63230510868295,867522.063835373,22250.1361351167,2.63230510868295,187522.063835373,22250.1361351167,13.4627437609794
