"","Term","Home Value","Principle","Annual Interest Rate","Change in Annual Interest Rate","% Change in Annual Interest Rate","Monthly Payment","Change in Monthly Payment","% Change in Monthly Payment","Total Amount Paid","Change in Total Amount Paid","% Change in Total Amount Paid","Total Interest","Change in Total Interest","% Change in Total Interest"
"1",15,5e+05,4e+05,2.5,-0.5,-16.6666666666667,2667.15683603597,-95.1697250759785,-3.44527422701496,480088.230486475,-17130.5505136761,-3.44527422701495,80088.2304864746,-17130.5505136761,-17.6206185033831
"2",15,5e+05,4e+05,2.625,-0.375,-12.5,2690.75779875464,-71.5687623573035,-2.59088709368577,484336.403775836,-12882.3772243147,-2.59088709368578,84336.403775836,-12882.3772243147,-13.2509141667747
"3",15,5e+05,4e+05,2.75,-0.25,-8.33333333333333,2714.48654970401,-47.8400114079341,-1.7318738516085,488607.578946723,-8611.2020534281,-1.73187385160849,88607.5789467226,-8611.2020534281,-8.85754991457336
"4",15,5e+05,4e+05,2.875,-0.125,-4.16666666666667,2738.34287720215,-23.9836839098029,-0.86824216395865,492901.717896386,-4317.06310376449,-0.868242163958643,92901.7178963862,-4317.06310376449,-4.4405649395643
"5",15,5e+05,4e+05,3,0,0,2762.32656111195,0,0,497218.781000151,0,0,97218.7810001507,0,0
"6",15,5e+05,4e+05,3.125,0.125,4.16666666666667,2786.43737289717,24.1108117852168,0.872844366942308,501558.72712149,4339.94612133905,0.872844366942312,101558.72712149,4339.94612133905,4.4641025907662
"7",15,5e+05,4e+05,3.25,0.25,8.33333333333333,2810.67507567953,48.3485145675781,1.75028236155091,505921.513622315,8702.73262216413,1.75028236155092,105921.513622315,8702.73262216413,8.95169897486232
"8",15,5e+05,4e+05,3.375,0.375,12.5,2835.0394242986,72.7128631866558,2.63230510868295,510307.096373749,13088.315373598,2.63230510868294,110307.096373749,13088.315373598,13.4627437609794
"9",15,5e+05,4e+05,3.5,0.5,16.6666666666667,2859.5301653727,97.2036042607556,3.51890343557451,514715.429767087,17496.648766936,3.51890343557451,114715.429767087,17496.648766936,17.9971900356464
"10",15,6e+05,480000,2.5,-0.5,-16.6666666666667,3200.58820324316,-114.203670091174,-3.44527422701494,576105.87658377,-20556.6606164112,-3.44527422701494,96105.8765837696,-20556.6606164112,-17.6206185033831
"11",15,6e+05,480000,2.625,-0.375,-12.5,3228.90935850557,-85.8825148287638,-2.59088709368576,581203.684531003,-15458.8526691776,-2.59088709368578,101203.684531003,-15458.8526691776,-13.2509141667747
"12",15,6e+05,480000,2.75,-0.25,-8.33333333333333,3257.38385964482,-57.4080136895209,-1.7318738516085,586329.094736067,-10333.4424641138,-1.73187385160851,106329.094736067,-10333.4424641138,-8.85754991457343
"13",15,6e+05,480000,2.875,-0.125,-4.16666666666667,3286.01145264257,-28.7804206917635,-0.86824216395865,591482.061475663,-5180.47572451748,-0.868242163958658,111482.061475663,-5180.47572451748,-4.44056493956438
"14",15,6e+05,480000,3,0,0,3314.79187333434,0,0,596662.537200181,0,0,116662.537200181,0,0
"15",15,6e+05,480000,3.125,0.125,4.16666666666667,3343.7248474766,28.9329741422607,0.872844366942324,601870.472545788,5207.93534560688,0.872844366942316,121870.472545788,5207.93534560688,4.46410259076622
"16",15,6e+05,480000,3.25,0.25,8.33333333333333,3372.81009081543,58.0182174810943,1.75028236155092,607105.816346778,10443.279146597,1.75028236155093,127105.816346778,10443.279146597,8.95169897486237
"17",15,6e+05,480000,3.375,0.375,12.5,3402.04730915832,87.2554358239868,2.63230510868294,612368.515648498,15705.9784483176,2.63230510868294,132368.515648498,15705.9784483176,13.4627437609794
"18",15,6e+05,480000,3.5,0.5,16.6666666666667,3431.43619844724,116.644325112907,3.51890343557451,617658.515720504,20995.9785203232,3.51890343557451,137658.515720504,20995.9785203232,17.9971900356464
"19",15,7e+05,560000,2.5,-0.5,-16.6666666666667,3734.01957045036,-133.23761510637,-3.44527422701495,672123.522681064,-23982.7707191464,-3.44527422701492,112123.522681064,-23982.7707191464,-17.620618503383
"20",15,7e+05,560000,2.625,-0.375,-12.5,3767.0609182565,-100.196267300224,-2.59088709368576,678070.96528617,-18035.3281140403,-2.59088709368575,118070.96528617,-18035.3281140403,-13.2509141667746
"21",15,7e+05,560000,2.75,-0.25,-8.33333333333333,3800.28116958562,-66.9760159711077,-1.7318738516085,684050.610525411,-12055.6828747994,-1.73187385160849,124050.610525411,-12055.6828747994,-8.85754991457337
"22",15,7e+05,560000,2.875,-0.125,-4.16666666666667,3833.680028083,-33.5771574737237,-0.868242163958639,690062.405054941,-6043.88834527018,-0.868242163958628,130062.405054941,-6043.88834527018,-4.44056493956423
"23",15,7e+05,560000,3,0,0,3867.25718555673,0,0,696106.293400211,0,0,136106.293400211,0,0
"24",15,7e+05,560000,3.125,0.125,4.16666666666667,3901.01232205603,33.7551364993042,0.872844366942325,702182.217970086,6075.92456987477,0.872844366942327,142182.217970086,6075.92456987477,4.46410259076628
"25",15,7e+05,560000,3.25,0.25,8.33333333333333,3934.94510595134,67.68792039461,1.75028236155092,708290.119071241,12183.8256710299,1.75028236155093,148290.119071241,12183.8256710299,8.95169897486238
"26",15,7e+05,560000,3.375,0.375,12.5,3969.05519401805,101.798008461318,2.63230510868295,714429.934923248,18323.6415230373,2.63230510868296,154429.934923248,18323.6415230373,13.4627437609795
"27",15,7e+05,560000,3.5,0.5,16.6666666666667,4003.34223152178,136.085045965057,3.5189034355745,720601.601673921,24495.3082737104,3.51890343557451,160601.601673921,24495.3082737104,17.9971900356464
